type	all_kegg_gene_names	gene_definition	refseq_id	ensembl_id	kegg_paths_id	kegg_paths_name
CDS	(RefSeq) RAS guanyl releasing protein 2		10235	ENSG00000068831	hsa04062	Chemokine signaling pathway
CDS	(RefSeq) RAS guanyl releasing protein 2		10235	ENSG00000068831	hsa04611	Platelet activation
CDS	(RefSeq) RAS guanyl releasing protein 2		10235	ENSG00000068831	hsa05200	Pathways in cancer
CDS	(RefSeq) glycogen phosphorylase, muscle associated		5837	ENSG00000068976	hsa00500	Starch and sucrose metabolism
CDS	(RefSeq) glycogen phosphorylase, muscle associated		5837	ENSG00000068976	hsa01100	Metabolic pathways
CDS	(RefSeq) glycogen phosphorylase, muscle associated		5837	ENSG00000068976	hsa04217	Necroptosis
CDS	(RefSeq) glycogen phosphorylase, muscle associated		5837	ENSG00000068976	hsa04910	Insulin signaling pathway
CDS	(RefSeq) glycogen phosphorylase, muscle associated		5837	ENSG00000068976	hsa04922	Glucagon signaling pathway
CDS	(RefSeq) glycogen phosphorylase, muscle associated		5837	ENSG00000068976	hsa04931	Insulin resistance
CDS	(RefSeq) mitogen-activated protein kinase kinase kinase kinase 2		5871	ENSG00000168067	hsa04010	MAPK signaling pathway
CDS	(RefSeq) menin 1		4221	ENSG00000133895	hsa04934	Cushing syndrome
CDS	(RefSeq) menin 1		4221	ENSG00000133895	hsa05202	Transcriptional misregulation in cancer
CDS	(RefSeq) EH domain containing 1		10938	ENSG00000110047	hsa04144	Endocytosis
miRNA	(RefSeq) microRNA 192		406967	ENSG00000283926	hsa05206	MicroRNAs in cancer
miRNA	(RefSeq) microRNA 194-2		406970	ENSG00000284155	hsa05206	MicroRNAs in cancer
CDS	(RefSeq) autophagy related 2A		23130	ENSG00000110046	hsa04136	Autophagy - other
CDS	(RefSeq) autophagy related 2A		23130	ENSG00000110046	hsa04140	Autophagy - animal
CDS	(RefSeq) autophagy related 2A		23130	ENSG00000110046	hsa05010	Alzheimer disease
CDS	(RefSeq) autophagy related 2A		23130	ENSG00000110046	hsa05014	Amyotrophic lateral sclerosis
CDS	(RefSeq) autophagy related 2A		23130	ENSG00000110046	hsa05016	Huntington disease
CDS	(RefSeq) autophagy related 2A		23130	ENSG00000110046	hsa05017	Spinocerebellar ataxia
CDS	(RefSeq) autophagy related 2A		23130	ENSG00000110046	hsa05022	Pathways of neurodegeneration - multiple diseases
CDS	(RefSeq) protein phosphatase 2 regulatory subunit B'beta		5526	ENSG00000068971	hsa03015	mRNA surveillance pathway
CDS	(RefSeq) protein phosphatase 2 regulatory subunit B'beta		5526	ENSG00000068971	hsa04071	Sphingolipid signaling pathway
CDS	(RefSeq) protein phosphatase 2 regulatory subunit B'beta		5526	ENSG00000068971	hsa04110	Cell cycle
CDS	(RefSeq) protein phosphatase 2 regulatory subunit B'beta		5526	ENSG00000068971	hsa04114	Oocyte meiosis
CDS	(RefSeq) protein phosphatase 2 regulatory subunit B'beta		5526	ENSG00000068971	hsa04151	PI3K-Akt signaling pathway
CDS	(RefSeq) protein phosphatase 2 regulatory subunit B'beta		5526	ENSG00000068971	hsa04152	AMPK signaling pathway
CDS	(RefSeq) protein phosphatase 2 regulatory subunit B'beta		5526	ENSG00000068971	hsa04261	Adrenergic signaling in cardiomyocytes
CDS	(RefSeq) protein phosphatase 2 regulatory subunit B'beta		5526	ENSG00000068971	hsa04660	T cell receptor signaling pathway
CDS	(RefSeq) protein phosphatase 2 regulatory subunit B'beta		5526	ENSG00000068971	hsa04728	Dopaminergic synapse
CDS	(RefSeq) protein phosphatase 2 regulatory subunit B'beta		5526	ENSG00000068971	hsa05165	Human papillomavirus infection
CDS	(RefSeq) glycoprotein hormone subunit alpha 2		170589	ENSG00000149735	hsa04024	cAMP signaling pathway
CDS	(RefSeq) glycoprotein hormone subunit alpha 2		170589	ENSG00000149735	hsa04080	Neuroactive ligand-receptor interaction
CDS	(RefSeq) basic leucine zipper ATF-like transcription factor 2		116071	ENSG00000168062	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
CDS	(RefSeq) cell division cycle associated 5		113130	ENSG00000146670	hsa04110	Cell cycle
CDS	(RefSeq) cell division cycle associated 5		113130	ENSG00000146670	hsa05206	MicroRNAs in cancer
CDS	(RefSeq) transmembrane 7 superfamily member 2		7108	ENSG00000149809	hsa00100	Steroid biosynthesis
CDS	(RefSeq) transmembrane 7 superfamily member 2		7108	ENSG00000149809	hsa01100	Metabolic pathways
CDS	(RefSeq) FAU ubiquitin like and ribosomal protein S30 fusion		2197	ENSG00000149806	hsa03010	Ribosome
CDS	(RefSeq) FAU ubiquitin like and ribosomal protein S30 fusion		2197	ENSG00000149806	hsa05171	Coronavirus disease - COVID-19
CDS	(RefSeq) synoviolin 1		84447	ENSG00000162298	hsa04120	Ubiquitin mediated proteolysis
CDS	(RefSeq) synoviolin 1		84447	ENSG00000162298	hsa04141	Protein processing in endoplasmic reticulum
CDS	(RefSeq) speedy/RINGO cell cycle regulator family member C		387778	ENSG00000204710	hsa04114	Oocyte meiosis
CDS	(RefSeq) speedy/RINGO cell cycle regulator family member C		387778	ENSG00000204710	hsa04914	Progesterone-mediated oocyte maturation
CDS	(RefSeq) calpain 1		823	ENSG00000014216	hsa04141	Protein processing in endoplasmic reticulum
CDS	(RefSeq) calpain 1		823	ENSG00000014216	hsa04210	Apoptosis
CDS	(RefSeq) calpain 1		823	ENSG00000014216	hsa04217	Necroptosis
CDS	(RefSeq) calpain 1		823	ENSG00000014216	hsa04218	Cellular senescence
CDS	(RefSeq) calpain 1		823	ENSG00000014216	hsa05010	Alzheimer disease
CDS	(RefSeq) calpain 1		823	ENSG00000014216	hsa05022	Pathways of neurodegeneration - multiple diseases
CDS	(RefSeq) calpain 1		823	ENSG00000014216	hsa05131	Shigellosis
CDS	(RefSeq) DNA polymerase alpha 2, accessory subunit		23649	ENSG00000014138	hsa03030	DNA replication
CDS	(RefSeq) double PHD fingers 2		5977	ENSG00000133884	hsa03082	ATP-dependent chromatin remodeling
CDS	(RefSeq) mitogen-activated protein kinase kinase kinase 11		4296	ENSG00000173327	hsa04010	MAPK signaling pathway
CDS	(RefSeq) mitogen-activated protein kinase kinase kinase 11		4296	ENSG00000173327	hsa04932	Non-alcoholic fatty liver disease
CDS	(RefSeq) signal-induced proliferation-associated 1		6494	ENSG00000213445	hsa04015	Rap1 signaling pathway
CDS	(RefSeq) signal-induced proliferation-associated 1		6494	ENSG00000213445	hsa04670	Leukocyte transendothelial migration
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa01523	Antifolate resistance
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04010	MAPK signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04014	Ras signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04024	cAMP signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04062	Chemokine signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04064	NF-kappa B signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04066	HIF-1 signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04071	Sphingolipid signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04137	Mitophagy - animal
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04151	PI3K-Akt signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04210	Apoptosis
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04211	Longevity regulating pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04218	Cellular senescence
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04380	Osteoclast differentiation
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04613	Neutrophil extracellular trap formation
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04620	Toll-like receptor signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04621	NOD-like receptor signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04622	RIG-I-like receptor signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04623	Cytosolic DNA-sensing pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04625	C-type lectin receptor signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04657	IL-17 signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04658	Th1 and Th2 cell differentiation
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04659	Th17 cell differentiation
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04660	T cell receptor signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04662	B cell receptor signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04668	TNF signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04722	Neurotrophin signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04917	Prolactin signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04920	Adipocytokine signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04926	Relaxin signaling pathway
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04931	Insulin resistance
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04932	Non-alcoholic fatty liver disease
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04933	AGE-RAGE signaling pathway in diabetic complications
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa04936	Alcoholic liver disease
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05010	Alzheimer disease
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05022	Pathways of neurodegeneration - multiple diseases
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05030	Cocaine addiction
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05130	Pathogenic Escherichia coli infection
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05131	Shigellosis
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05132	Salmonella infection
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05133	Pertussis
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05134	Legionellosis
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05135	Yersinia infection
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05140	Leishmaniasis
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05142	Chagas disease
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05145	Toxoplasmosis
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05146	Amoebiasis
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05152	Tuberculosis
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05160	Hepatitis C
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05161	Hepatitis B
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05162	Measles
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05163	Human cytomegalovirus infection
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05164	Influenza A
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05165	Human papillomavirus infection
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05166	Human T-cell leukemia virus 1 infection
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05167	Kaposi sarcoma-associated herpesvirus infection
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05168	Herpes simplex virus 1 infection
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05169	Epstein-Barr virus infection
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05170	Human immunodeficiency virus 1 infection
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05171	Coronavirus disease - COVID-19
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05200	Pathways in cancer
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05202	Transcriptional misregulation in cancer
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05203	Viral carcinogenesis
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05207	Chemical carcinogenesis - receptor activation
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05208	Chemical carcinogenesis - reactive oxygen species
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05212	Pancreatic cancer
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05215	Prostate cancer
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05220	Chronic myeloid leukemia
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05221	Acute myeloid leukemia
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05222	Small cell lung cancer
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05321	Inflammatory bowel disease
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05415	Diabetic cardiomyopathy
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05417	Lipid and atherosclerosis
CDS	(RefSeq) RELA proto-oncogene, NF-kB subunit		5970	ENSG00000173039	hsa05418	Fluid shear stress and atherosclerosis
CDS	(RefSeq) lysine acetyltransferase 5		10524	ENSG00000172977	hsa03082	ATP-dependent chromatin remodeling
CDS	(RefSeq) lysine acetyltransferase 5		10524	ENSG00000172977	hsa05017	Spinocerebellar ataxia
CDS	(RefSeq) lysine acetyltransferase 5		10524	ENSG00000172977	hsa05166	Human T-cell leukemia virus 1 infection
CDS	(RefSeq) ribonuclease H2 subunit C		84153	ENSG00000172922	hsa03030	DNA replication
CDS	(RefSeq) sorting nexin 32		254122	ENSG00000172803	hsa04144	Endocytosis
CDS	(RefSeq) cofilin 1		1072	ENSG00000172757	hsa04360	Axon guidance
CDS	(RefSeq) cofilin 1		1072	ENSG00000172757	hsa04666	Fc gamma R-mediated phagocytosis
CDS	(RefSeq) cofilin 1		1072	ENSG00000172757	hsa04810	Regulation of actin cytoskeleton
CDS	(RefSeq) cofilin 1		1072	ENSG00000172757	hsa05133	Pertussis
CDS	(RefSeq) cofilin 1		1072	ENSG00000172757	hsa05170	Human immunodeficiency virus 1 infection
CDS	(RefSeq) MUS81 structure-specific endonuclease subunit		80198	ENSG00000172732	hsa03440	Homologous recombination
CDS	(RefSeq) MUS81 structure-specific endonuclease subunit		80198	ENSG00000172732	hsa03460	Fanconi anemia pathway
CDS	(RefSeq) cathepsin W		1521	ENSG00000172543	hsa04142	Lysosome
CDS	(RefSeq) cathepsin W		1521	ENSG00000172543	hsa04210	Apoptosis
CDS	(RefSeq) FOS like 1, AP-1 transcription factor subunit		8061	ENSG00000175592	hsa04310	Wnt signaling pathway
CDS	(RefSeq) FOS like 1, AP-1 transcription factor subunit		8061	ENSG00000175592	hsa04380	Osteoclast differentiation
CDS	(RefSeq) FOS like 1, AP-1 transcription factor subunit		8061	ENSG00000175592	hsa04657	IL-17 signaling pathway
CDS	(RefSeq) FOS like 1, AP-1 transcription factor subunit		8061	ENSG00000175592	hsa05166	Human T-cell leukemia virus 1 infection
CDS	(RefSeq) spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP		9092	ENSG00000175467	hsa03040	Spliceosome
CDS	(RefSeq) splicing factor 3b subunit 2		10992	ENSG00000087365	hsa03040	Spliceosome
CDS	(RefSeq) kinesin light chain 2		64837	ENSG00000174996	hsa04814	Motor proteins
CDS	(RefSeq) kinesin light chain 2		64837	ENSG00000174996	hsa05010	Alzheimer disease
CDS	(RefSeq) kinesin light chain 2		64837	ENSG00000174996	hsa05012	Parkinson disease
CDS	(RefSeq) kinesin light chain 2		64837	ENSG00000174996	hsa05014	Amyotrophic lateral sclerosis
CDS	(RefSeq) kinesin light chain 2		64837	ENSG00000174996	hsa05016	Huntington disease
CDS	(RefSeq) kinesin light chain 2		64837	ENSG00000174996	hsa05020	Prion disease
CDS	(RefSeq) kinesin light chain 2		64837	ENSG00000174996	hsa05022	Pathways of neurodegeneration - multiple diseases
CDS	(RefSeq) kinesin light chain 2		64837	ENSG00000174996	hsa05132	Salmonella infection
CDS	(RefSeq) RAB1B, member RAS oncogene family		81876	ENSG00000174903	hsa05134	Legionellosis
CDS	(RefSeq) Ras and Rab interactor 1		9610	ENSG00000174791	hsa04014	Ras signaling pathway
CDS	(RefSeq) beta-1,4-glucuronyltransferase 1		11041	ENSG00000174684	hsa00515	Mannose type O-glycan biosynthesis
CDS	(RefSeq) beta-1,4-glucuronyltransferase 1		11041	ENSG00000174684	hsa01100	Metabolic pathways
CDS	(RefSeq) solute carrier family 29 member 2		3177	ENSG00000174669	hsa05034	Alcoholism
CDS	(RefSeq) mitochondrial ribosomal protein L11		65003	ENSG00000174547	hsa03010	Ribosome
CDS	(RefSeq) actinin alpha 3		89	ENSG00000248746	hsa05412	Arrhythmogenic right ventricular cardiomyopathy
CDS	(RefSeq) cathepsin F		8722	ENSG00000174080	hsa04142	Lysosome
CDS	(RefSeq) cathepsin F		8722	ENSG00000174080	hsa04210	Apoptosis
CDS	(RefSeq) copper chaperone for superoxide dismutase		9973	ENSG00000173992	hsa05014	Amyotrophic lateral sclerosis
CDS	(RefSeq) copper chaperone for superoxide dismutase		9973	ENSG00000173992	hsa05022	Pathways of neurodegeneration - multiple diseases
CDS	(RefSeq) spectrin beta, non-erythrocytic 2		6712	ENSG00000173898	hsa05017	Spinocerebellar ataxia
CDS	(RefSeq) spectrin beta, non-erythrocytic 2		6712	ENSG00000173898	hsa05022	Pathways of neurodegeneration - multiple diseases
CDS	(RefSeq) Ras converting CAAX endopeptidase 1		9986	ENSG00000173653	hsa00900	Terpenoid backbone biosynthesis
CDS	(RefSeq) pyruvate carboxylase		5091	ENSG00000173599	hsa00020	Citrate cycle (TCA cycle)
CDS	(RefSeq) pyruvate carboxylase		5091	ENSG00000173599	hsa00620	Pyruvate metabolism
CDS	(RefSeq) pyruvate carboxylase		5091	ENSG00000173599	hsa01100	Metabolic pathways
CDS	(RefSeq) pyruvate carboxylase		5091	ENSG00000173599	hsa01200	Carbon metabolism
CDS	(RefSeq) pyruvate carboxylase		5091	ENSG00000173599	hsa01230	Biosynthesis of amino acids
CDS	(RefSeq) ras homolog family member D		29984	ENSG00000173156	hsa04360	Axon guidance
CDS	(RefSeq) lysine demethylase 2A		22992	ENSG00000173120	hsa03083	Polycomb repressive complex
CDS	(RefSeq) G protein-coupled receptor kinase 2		156	ENSG00000173020	hsa04062	Chemokine signaling pathway
CDS	(RefSeq) G protein-coupled receptor kinase 2		156	ENSG00000173020	hsa04144	Endocytosis
CDS	(RefSeq) G protein-coupled receptor kinase 2		156	ENSG00000173020	hsa04340	Hedgehog signaling pathway
CDS	(RefSeq) G protein-coupled receptor kinase 2		156	ENSG00000173020	hsa04724	Glutamatergic synapse
CDS	(RefSeq) G protein-coupled receptor kinase 2		156	ENSG00000173020	hsa04740	Olfactory transduction
CDS	(RefSeq) G protein-coupled receptor kinase 2		156	ENSG00000173020	hsa05032	Morphine addiction
CDS	(RefSeq) slingshot protein phosphatase 3		54961	ENSG00000172830	hsa04360	Axon guidance
CDS	(RefSeq) slingshot protein phosphatase 3		54961	ENSG00000172830	hsa04810	Regulation of actin cytoskeleton
CDS	(RefSeq) DNA polymerase delta 4, accessory subunit		57804	ENSG00000175482	hsa03030	DNA replication
CDS	(RefSeq) DNA polymerase delta 4, accessory subunit		57804	ENSG00000175482	hsa03410	Base excision repair
CDS	(RefSeq) DNA polymerase delta 4, accessory subunit		57804	ENSG00000175482	hsa03420	Nucleotide excision repair
CDS	(RefSeq) DNA polymerase delta 4, accessory subunit		57804	ENSG00000175482	hsa03430	Mismatch repair
CDS	(RefSeq) DNA polymerase delta 4, accessory subunit		57804	ENSG00000175482	hsa03440	Homologous recombination
CDS	(RefSeq) cardiotrophin like cytokine factor 1		23529	ENSG00000175505	hsa04060	Cytokine-cytokine receptor interaction
CDS	(RefSeq) cardiotrophin like cytokine factor 1		23529	ENSG00000175505	hsa04630	JAK-STAT signaling pathway
CDS	(RefSeq) RAD9 checkpoint clamp component A		5883	ENSG00000172613	hsa04218	Cellular senescence
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa03015	mRNA surveillance pathway
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04022	cGMP-PKG signaling pathway
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04024	cAMP signaling pathway
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04114	Oocyte meiosis
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04218	Cellular senescence
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04261	Adrenergic signaling in cardiomyocytes
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04270	Vascular smooth muscle contraction
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04390	Hippo signaling pathway
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04510	Focal adhesion
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04611	Platelet activation
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04720	Long-term potentiation
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04728	Dopaminergic synapse
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04750	Inflammatory mediator regulation of TRP channels
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04810	Regulation of actin cytoskeleton
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04910	Insulin signaling pathway
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04921	Oxytocin signaling pathway
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa04931	Insulin resistance
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa05031	Amphetamine addiction
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa05034	Alcoholism
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa05168	Herpes simplex virus 1 infection
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa05205	Proteoglycans in cancer
CDS	(RefSeq) protein phosphatase 1 catalytic subunit alpha		5499	ENSG00000172531	hsa05415	Diabetic cardiomyopathy
CDS	(RefSeq) carnosine synthase 1		57571	ENSG00000172508	hsa00330	Arginine and proline metabolism
CDS	(RefSeq) carnosine synthase 1		57571	ENSG00000172508	hsa00340	Histidine metabolism
CDS	(RefSeq) carnosine synthase 1		57571	ENSG00000172508	hsa00410	beta-Alanine metabolism
CDS	(RefSeq) carnosine synthase 1		57571	ENSG00000172508	hsa01100	Metabolic pathways
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa01521	EGFR tyrosine kinase inhibitor resistance
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa01522	Endocrine resistance
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa04012	ErbB signaling pathway
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa04066	HIF-1 signaling pathway
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa04140	Autophagy - animal
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa04150	mTOR signaling pathway
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa04151	PI3K-Akt signaling pathway
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa04152	AMPK signaling pathway
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa04211	Longevity regulating pathway
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa04213	Longevity regulating pathway - multiple species
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa04350	TGF-beta signaling pathway
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa04371	Apelin signaling pathway
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa04666	Fc gamma R-mediated phagocytosis
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa04714	Thermogenesis
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa04910	Insulin signaling pathway
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa04931	Insulin resistance
CDS	(RefSeq) ribosomal protein S6 kinase B2		6199	ENSG00000175634	hsa05131	Shigellosis
